yearType,year,serial,vehicle_class,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
calendar,2008,22,EXCAVATOR (NT),423,432,435,407,376,374,405,356,393,274,313,310,4498
calendar,2008,23,FIRE FIGHTING VEHICLE,9,8,6,15,12,13,12,13,6,26,12,12,144
calendar,2008,24,FIRE TENDERS,3,5,5,3,2,5,2,10,1,0,3,8,47
calendar,2008,25,FORK LIFT,93,133,90,64,92,71,110,77,78,67,76,70,1021
calendar,2008,26,GOODS CARRIER,42888,45003,44361,41009,37015,32190,34914,30357,32773,32303,28496,20194,421503
calendar,2008,27,HARVESTER,261,341,319,239,194,217,243,325,411,255,276,421,3502
calendar,2008,28,HEARSES,6,15,7,6,5,8,5,2,12,12,7,9,94
calendar,2008,29,LIBRARY VAN,0,0,1,1,0,1,1,1,0,1,2,0,8
calendar,2008,30,LUXURY CAB,161,199,173,173,213,180,201,171,174,147,145,100,2037
calendar,2008,31,MAXI CAB,2544,2735,2667,2633,2630,2289,2501,2112,2197,1934,1842,1468,27552
calendar,2008,32,M-CYCLE/SCOOTER,518467,488805,464019,512360,558103,478484,479233,423528,431828,503936,566962,430301,5856026
calendar,2008,33,M-CYCLE/SCOOTER-WITH SIDE CAR,160,173,123,124,153,112,144,127,136,122,142,98,1614
calendar,2008,34,MOBILE CANTEEN,3,5,2,6,3,10,2,2,4,6,13,10,66
calendar,2008,35,MOBILE CLINIC,2,7,14,16,7,10,0,22,18,32,64,49,241
calendar,2008,36,MOBILE WORKSHOP,1,2,2,1,2,0,1,11,4,6,3,0,33
calendar,2008,37,MODULAR HYDRAULIC TRAILER,10,0,0,0,0,0,0,0,0,0,0,0,10
calendar,2008,38,MOPED,18952,17708,16471,16437,19329,15475,17744,15387,17857,16250,17824,13729,203163
calendar,2008,39,MOTOR CAB,5649,5312,5769,5226,6560,4533,5189,4712,4961,4359,4223,3496,59989
calendar,2008,40,MOTOR CAR,145828,117613,120761,130231,140452,114903,119874,104231,109847,121895,117230,99025,1441890
calendar,2008,41,MOTOR CARAVAN,0,0,0,0,0,2,0,0,0,0,0,0,2
calendar,2008,42,MOTOR CYCLE/SCOOTER-SIDECAR(T),6,7,5,4,1,3,1,3,11,9,15,6,71
calendar,2008,43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,202,81,80,63,30,34,42,89,173,377,213,303,1687
calendar,2008,44,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,0,1,0,0,0,0,0,0,0,0,0,1
calendar,2008,45,MOTORISED CYCLE (CC > 25CC),76,81,78,87,108,72,77,57,68,67,102,74,947
calendar,2008,46,OMNI BUS,517,475,525,529,477,495,537,450,379,379,393,371,5527
calendar,2008,47,OMNI BUS (PRIVATE USE),2732,2803,2631,2570,2912,2438,2740,2140,2228,2157,2163,1779,29293
calendar,2008,48,POWER TILLER,12,20,35,52,43,34,40,31,21,11,14,17,330
calendar,2008,49,POWER TILLER (COMMERCIAL),41,55,75,93,79,199,93,48,56,44,38,45,866
calendar,2008,50,PRIVATE SERVICE VEHICLE,244,223,335,198,225,199,245,183,250,212,142,177,2633
calendar,2008,51,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),547,409,458,568,531,534,498,452,545,397,314,480,5733
calendar,2008,52,PULLER TRACTOR,0,0,0,0,1,0,0,0,0,0,0,1,2
calendar,2008,53,QUADRICYCLE (COMMERCIAL),1,0,0,0,0,0,0,0,0,0,0,0,1
calendar,2008,54,RECOVERY VEHICLE,26,25,29,21,16,25,26,27,23,28,22,15,283
calendar,2008,55,ROAD ROLLER,16,18,35,28,31,34,24,20,19,17,25,21,288
calendar,2008,56,SCHOOL BUS,0,0,0,0,0,1,2,0,0,0,0,0,3
calendar,2008,57,THREE WHEELER (GOODS),6525,6001,5353,4886,5305,4872,5305,4697,5036,4676,4274,3345,60275
calendar,2008,58,THREE WHEELER (PASSENGER),15002,16076,14621,13877,15984,16506,19050,17651,19891,18989,17268,12962,197877
calendar,2008,59,THREE WHEELER (PERSONAL),1137,890,997,1118,1282,1316,1447,1307,1546,1300,1320,949,14609
calendar,2008,60,TOWER WAGON,6,9,10,3,2,3,0,1,1,3,1,1,40
calendar,2008,61,TOW TRUCK,11,19,11,12,6,9,9,11,14,8,13,5,128
calendar,2008,62,TRACTOR (COMMERCIAL),2686,3166,3281,2671,2729,2851,2737,2311,2323,1937,2551,2816,32059
calendar,2008,63,TRACTOR-TROLLEY(COMMERCIAL),71,50,43,25,31,36,38,27,33,25,44,36,459
calendar,2008,64,TRAILER (AGRICULTURAL),3704,4141,4481,3066,3091,3213,3173,2585,2660,2250,2567,3098,38029
calendar,2008,65,TRAILER (COMMERCIAL),1929,2453,2558,2152,2155,2075,1853,1552,1621,1432,1936,2078,23794
calendar,2008,66,TRAILER FOR PERSONAL USE,61,45,39,49,41,53,55,43,59,50,35,38,568
calendar,2008,67,TREE TRIMMING VEHICLE,3,3,2,1,2,2,0,3,4,2,4,8,34
calendar,2008,68,VEHICLE FITTED WITH COMPRESSOR,83,95,109,96,66,102,60,54,65,54,47,46,877
calendar,2008,69,VEHICLE FITTED WITH GENERATOR,54,49,43,38,39,32,49,26,50,40,41,37,498
calendar,2008,70,VEHICLE FITTED WITH RIG,56,65,87,55,65,53,68,51,74,86,76,28,764
calendar,2008,71,X-RAY VAN,1,2,1,1,0,0,0,0,0,0,0,0,5
